,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
106,BRZE,"Braze, Inc.",,36.68 +1.19 (+3.35%),1.19,+3.35%,223832,1.154M,3.796B,-,-32.55%,
107,BWIN,"The Baldwin Insurance Group, Inc.",,42.90 +1.41 (+3.40%),1.41,+3.40%,272470,523239,2.924B,-,37.43%,
108,CAR,"Avis Budget Group, Inc.",,59.91 +1.90 (+3.29%),1.9,+3.29%,243401,822363,2.104B,-,-50.25%,
109,MELI,"MercadoLibre, Inc.",,"2,069.11 +66.31 (+3.31%)",66.31,+3.31%,113333,400281,104.899B,54.96,31.00%,
110,GLBE,Global-E Online Ltd.,,37.53 +1.21 (+3.33%),1.21,+3.33%,333203,1.658M,6.267B,-,-2.47%,
111,NFE,New Fortress Energy Inc.,,10.18 +0.33 (+3.35%),0.33,+3.35%,873410,5.109M,2.787B,-,-67.96%,
112,PENN,"PENN Entertainment, Inc.",,17.07 +0.54 (+3.27%),0.54,+3.27%,865075,4.569M,2.611B,-,-7.29%,
113,TOST,"Toast, Inc.",,34.91 +1.12 (+3.31%),1.12,+3.31%,1.841M,6.366M,20.073B,1163.67,42.63%,
114,GVA,Granite Construction Incorporated,,75.50 +2.40 (+3.28%),2.4,+3.28%,189283,643267,3.279B,28.82,34.47%,
115,DUOL,"Duolingo, Inc.",,298.26 +9.45 (+3.27%),9.45,+3.27%,158903,805782,13.494B,158.65,23.42%,
116,MMYT,MakeMyTrip Limited,,99.00 +3.24 (+3.38%),3.24,+3.38%,141550,810553,10.868B,51.83,42.37%,
117,CVNA,Carvana Co.,,171.86 +5.34 (+3.21%),5.34,+3.21%,3.102M,4.179M,20.099B,108.77,92.69%,
118,MKSI,"MKS Instruments, Inc.",,90.61 +2.85 (+3.25%),2.85,+3.25%,337587,1.011M,6.105B,32.25,-29.55%,
119,SNEX,StoneX Group Inc.,,117.43 +3.92 (+3.45%),3.92,+3.45%,90067,235593,3.768B,14.03,65.61%,
120,RSI,"Rush Street Interactive, Inc.",,11.01 +0.35 (+3.24%),0.35,+3.24%,358989,2.098M,2.51B,366.83,74.18%,
121,OSIS,"OSI Systems, Inc.",,198.89 +6.22 (+3.23%),6.22,+3.23%,89998,248817,3.341B,25.56,40.97%,
122,CRGY,Crescent Energy Company,,11.55 +0.35 (+3.13%),0.35,+3.13%,954894,3.269M,2.985B,-,-2.44%,
123,NET,"Cloudflare, Inc.",,118.83 +3.71 (+3.22%),3.71,+3.22%,1.13M,3.826M,41.005B,-,17.49%,
124,RRX,Regal Rexnord Corporation,,122.57 +3.81 (+3.20%),3.81,+3.20%,227338,598374,8.123B,41.55,-33.15%,
125,SPR,"Spirit AeroSystems Holdings, Inc.",,34.90 +1.11 (+3.28%),1.11,+3.28%,624206,1.2M,4.093B,-,-3.76%,
126,ROIV,Roivant Sciences Ltd.,,11.05 +0.34 (+3.17%),0.34,+3.17%,6.411M,4.7M,7.885B,-,6.99%,
127,COIN,"Coinbase Global, Inc.",,186.99 +5.85 (+3.23%),5.85,+3.23%,2.815M,9.063M,47.473B,19.75,-29.48%,
128,CLS,Celestica Inc.,,90.28 +2.81 (+3.21%),2.81,+3.21%,1.332M,4.545M,10.478B,25.01,98.57%,
129,GRND,Grindr Inc.,,17.24 +0.54 (+3.23%),0.54,+3.23%,567149,1.527M,3.59B,-,57.99%,
130,MUR,Murphy Oil Corporation,,26.93 +0.83 (+3.20%),0.83,+3.20%,746535,2.669M,3.929B,9.90,-41.61%,
131,SPOT,Spotify Technology S.A.,,587.18 +17.70 (+3.11%),17.7,+3.11%,1.059M,2.233M,120.2B,98.19,117.59%,
132,ENVA,"Enova International, Inc.",,96.04 +2.92 (+3.14%),2.92,+3.14%,54813,249779,2.477B,12.93,49.52%,
133,OVV,Ovintiv Inc.,,42.00 +1.25 (+3.07%),1.25,+3.07%,1.067M,2.915M,10.934B,9.98,-20.83%,
134,YOU,"Clear Secure, Inc.",,27.37 +0.82 (+3.09%),0.82,+3.09%,780841,2.18M,3.746B,17.55,37.92%,
135,GGAL,Grupo Financiero Galicia S.A.,,56.50 +1.69 (+3.08%),1.69,+3.08%,315949,1.045M,11.073B,5.93,116.30%,
136,PAM,Pampa Energía S.A.,,78.32 +2.42 (+3.19%),2.42,+3.19%,73439,252108,5.177B,6.81,73.84%,
137,LIF,"Life360, Inc.",,41.29 +1.23 (+3.08%),1.23,+3.08%,154668,316074,3.119B,-,48.37%,
138,CLBT,Cellebrite DI Ltd.,,19.09 +0.57 (+3.08%),0.57,+3.08%,451411,1.885M,4.101B,-,58.43%,
139,VIK,Viking Holdings Ltd,,40.17 +1.18 (+3.03%),1.18,+3.03%,1.86M,3.175M,17.793B,111.58,49.39%,
140,TPR,"Tapestry, Inc.",,73.14 +2.17 (+3.05%),2.17,+3.05%,1.444M,5.199M,15.14B,21.26,49.73%,
141,GLW,Corning Incorporated,,48.69 +1.42 (+3.00%),1.42,+3.00%,2.304M,5.619M,41.706B,83.95,44.69%,
142,CRC,California Resources Corporation,,44.87 +1.32 (+3.03%),1.32,+3.03%,278952,828865,4.073B,9.71,-22.45%,
143,CLSK,"CleanSpark, Inc.",,7.82 +0.23 (+3.10%),0.23,+3.10%,9.48M,23.468M,2.197B,-,-62.52%,
144,TTD,"The Trade Desk, Inc.",,55.23 +1.64 (+3.06%),1.64,+3.06%,3.893M,8.429M,27.399B,70.81,-35.80%,
145,NFLX,"Netflix, Inc.",,958.10 +28.12 (+3.02%),28.12,+3.02%,3.112M,4.367M,409.833B,48.36,48.16%,
146,IBKR,"Interactive Brokers Group, Inc.",,177.96 +5.27 (+3.05%),5.27,+3.05%,469043,1.984M,75.209B,25.72,58.72%,
