,Unnamed: 0,Volume,Last,Chg,% Chg
30,X Financial ADR (XYF),504.7K,16.17,1.97,13.87
31,Amylyx Pharmaceuticals Inc. (AMLX),771.1K,3.78,0.44,13.17
32,New Fortress Energy LLC Cl A (NFE),10.1M,8.57,0.99,13.06
33,Bakkt Holdings Inc. (BKKT),424.6K,10.25,1.17,12.89
34,Petco Health & Wellness Co. Inc. (WOOF),15.2M,3.34,0.38,12.84
35,Aardvark Therapeutics Inc. (AARD),99.7K,9.35,1.06,12.79
36,Siyata Mobile Inc. (SYTA),841.1K,2.39,0.27,12.74
37,Exagen Inc. (XGN),263.3K,4.43,0.5,12.72
38,AngioDynamics Inc. (ANGO),2.5M,10.86,1.2,12.42
39,Park Ha Biological Technology Co. Ltd. (PHH),566.8K,13.25,1.46,12.38
40,Ocular Therapeutix Inc. (OCUL),1.9M,7.34,0.8,12.23
41,Yoshiharu Global Co. (YOSH),98.9K,16.43,1.74,11.84
42,Denali Therapeutics Inc. (DNLI),3.6M,13.74,1.45,11.8
43,Auddia Inc. (AUUD),130.5K,4.32,0.45,11.63
44,Aclarion Inc. (ACON),136.9K,12.61,1.3,11.49
45,Outset Medical Inc. (OM),70.4K,12.15,1.24,11.37
46,Avidity Biosciences Inc. (RNA),3.2M,29.77,3.03,11.33
47,Adverum Biotechnologies Inc. (ADVM),153.7K,4.26,0.43,11.23
48,Intuitive Machines Inc. Cl A (LUNR),9.4M,8.3,0.83,11.18
49,SpringWorks Therapeutics Inc. (SWTX),4.6M,46.52,4.64,11.08
50,BranchOut Food Inc. (BOF),224.8K,2.41,0.24,11.06
51,Zenas BioPharma Inc. (ZBIO),236.5K,8.43,0.83,10.92
52,Arcutis Biotherapeutics Inc. (ARQT),5.4M,16.6,1.62,10.81
53,Arcellx Inc. (ACLX),908.6K,67.23,6.53,10.76
54,COMPASS Pathways PLC ADR (CMPS),1.8M,3.09,0.3,10.75
55,Summit Midstream Corp. (SMC),169.0K,36.81,3.56,10.71
56,SemiLEDS Corp. (LEDS),137.7K,2.69,0.26,10.7
57,IDEAYA Biosciences Inc. (IDYA),2.1M,16.35,1.58,10.7
58,Iveda Solutions Inc. (IVDA),63.3K,2.59,0.25,10.68
59,Aditxt Inc. (ADTX),197.0K,5.0,0.48,10.62
60,Gyre Therapeutics Inc. (GYRE),274.6K,7.09,0.68,10.61
61,Proficient Auto Logistics Inc. (PAL),448.6K,9.05,0.86,10.5
62,Amentum Holdings Inc. (AMTM),5.9M,19.71,1.84,10.3
63,Alarum Technologies Ltd. ADR (ALAR),173.0K,7.0,0.64,10.06
64,Rocket Cos. Inc. (RKT),34.9M,13.86,1.26,10.0
65,4D Molecular Therapeutics Inc. (FDMT),1.1M,3.28,0.29,9.7
66,Intellia Therapeutics Inc. (NTLA),5.3M,7.3,0.65,9.69
67,Cango Inc. ADR (CANG),149.5K,4.22,0.37,9.61
68,Septerna Inc. (SEPN),204.1K,5.5,0.47,9.46
69,Lion Group Holding Ltd. ADR (LGHL),159.9K,3.5,0.3,9.38
70,Mereo BioPharma Group PLC ADR (MREO),1.6M,2.37,0.2,9.22
71,SmartStop Self Storage REIT Inc. (SMA),10.0M,32.75,2.75,9.17
72,ACELYRIN Inc. (SLRN),2.7M,2.74,0.23,9.16
73,Nukkleus Inc. (NUKK),92.9K,13.89,1.16,9.11
74,USA Rare Earth Inc. (USAR),220.9K,6.85,0.57,9.08
75,Emergent Biosolutions Inc. (EBS),1.9M,5.17,0.43,9.07
76,Allegiant Travel Co. (ALGT),409.4K,55.45,4.6,9.05
77,Iovance Biotherapeutics Inc. (IOVA),7.5M,3.54,0.29,8.92
78,Hertz Global Holdings Inc. (HTZ),6.3M,4.05,0.33,8.87
79,Marex Group PLC (MRX),1.4M,38.84,3.16,8.86
80,Summit Therapeutics Inc. (SMMT),2.4M,20.46,1.66,8.83
81,Korro Bio Inc. (KRRO),68.0K,17.34,1.39,8.71
82,Rigetti Computing Inc. (RGTI),43.7M,8.49,0.68,8.71
83,Nurix Therapeutics Inc. (NRIX),1.2M,11.38,0.91,8.69
84,Orchestra BioMed Holdings Inc. (OBIO),119.9K,3.52,0.28,8.64
85,Zevia PBC (ZVIA),558.6K,2.39,0.19,8.64
86,Merus N.V. (MRUS),821.0K,43.01,3.41,8.61
87,Akero Therapeutics Inc. (AKRO),1.7M,41.95,3.31,8.57
88,Firefly Neuroscience Inc. (AIFF),362.0K,4.11,0.32,8.44
89,Rocket Pharmaceuticals Inc. (RCKT),4.5M,6.3,0.49,8.43
90,Traws Pharma Inc. (TRAW),78.7K,2.32,0.18,8.41
91,Neurogene Inc. (NGNE),390.9K,10.46,0.81,8.34
92,Drilling Tools International Holdings Inc. (DTI),76.1K,2.48,0.19,8.3
93,Scholar Rock Holding Corp. (SRRK),1.5M,32.54,2.48,8.25
94,UWM Holdings Corp. (UWMC),30.3M,5.79,0.44,8.22
95,Sunshine Biopharma Inc. (SBFM),67.8M,2.25,0.17,8.17
96,Arcturus Therapeutics Holdings Inc. (ARCT),619.3K,10.2,0.77,8.17
97,KinderCare Learning Cos. Inc. (KLC),760.3K,12.78,0.96,8.12
98,Sonim Technologies Inc. (SONM),612.2K,3.2,0.24,8.11
99,Solaris Energy Infrastructure Inc. (SEI),919.5K,22.89,1.71,8.07
