,Unnamed: 0,Volume,Last,Chg,% Chg
47,American Eagle Outfitters Inc. (AEO),8.3M,10.92,0.48,4.65
48,Bluejay Diagnostics Inc. (BJDX),413.6K,3.4,0.15,4.62
49,Monro Inc. (MNRO),542.5K,15.14,0.66,4.56
50,Century Communities Inc. (CCS),191.0K,65.79,2.86,4.54
51,Landsea Homes Corp. (LSEA),262.0K,6.03,0.26,4.51
52,M/I Homes Inc. (MHO),224.8K,113.99,4.89,4.48
53,Lennar Corp. Cl B (LEN.B),58.5K,106.86,4.46,4.36
54,PulteGroup Inc. (PHM),1.8M,101.88,4.13,4.23
55,LGI Homes Inc. (LGIH),327.8K,63.74,2.56,4.18
56,Lennar Corp. Cl A (LEN),3.8M,112.93,4.53,4.18
57,ODP Corp. (ODP),375.5K,13.74,0.55,4.17
58,Vaxcyte Inc. (PCVX),2.2M,31.8,1.25,4.07
59,Beazer Homes USA Inc. (BZH),445.6K,19.79,0.77,4.05
60,Rocket Cos. Inc. (RKT),14.8M,14.41,0.56,4.04
61,Green Brick Partners Inc. (GRBK),211.0K,58.02,2.13,3.81
62,Toll Brothers Inc. (TOL),1.3M,102.02,3.63,3.69
63,Tri Pointe Homes Inc. (TPH),581.0K,31.78,1.11,3.64
64,Meritage Homes Corp. (MTH),733.0K,68.96,2.35,3.54
65,KB Home (KBH),557.3K,57.54,1.93,3.47
66,Wayfair Inc. Cl A (W),11.0M,25.93,0.84,3.35
67,FIGS Inc. (FIGS),994.7K,4.06,0.13,3.33
68,Taylor Morrison Home Corp. (TMHC),540.0K,59.5,1.91,3.31
69,Optical Cable Corp. (OCC),81.8K,2.62,0.08,3.31
70,Dollar Tree Inc. (DLTR),6.5M,69.42,2.2,3.27
71,Steven Madden Ltd. (SHOO),1.7M,24.39,0.74,3.13
72,lululemon athletica inc. (LULU),5.1M,263.57,7.92,3.1
73,Buckle Inc. (BKE),316.5K,35.88,1.07,3.09
74,Forestar Group Inc. (FOR),140.4K,21.21,0.61,2.96
75,EUDA Health Holdings Ltd. (EUDA),84.4K,3.83,0.11,2.96
76,Epsium Enterprise Ltd. (EPSM),228.8K,5.42,0.15,2.94
77,Williams-Sonoma Inc. (WSM),3.2M,142.54,3.68,2.65
78,Aerovate Therapeutics Inc. (AVTE),62.2K,2.58,0.07,2.59
79,Park Ha Biological Technology Co. Ltd. (PHH),242.7K,13.11,0.33,2.58
80,Acushnet Holdings Corp. (GOLF),404.9K,61.03,1.45,2.43
81,TFI International Inc. (TFII),352.4K,77.67,1.82,2.4
82,Mingteng International Corp. Inc. (MTEN),132.3K,3.85,0.09,2.39
83,authID Inc. (AUID),93.9K,4.84,0.11,2.33
84,Asbury Automotive Group Inc. (ABG),176.7K,218.32,4.86,2.27
85,National Beverage Corp. (FIZZ),101.3K,42.8,0.94,2.26
86,Lancaster Colony Corp. (LANC),122.0K,178.94,3.88,2.21
87,Imperial Petroleum Inc. (IMPP),418.1K,2.37,0.05,2.16
88,Janus International Group Inc. (JBI),967.7K,6.73,0.14,2.12
89,MarketAxess Holdings Inc. (MKTX),542.6K,220.63,4.48,2.07
90,Ermenegildo Zegna N.V. (ZGN),480.3K,6.6,0.13,2.01
91,Foot Locker Inc. (FL),5.4M,12.7,0.25,2.01
92,ThredUp Inc. Cl A (TDUP),380.5K,2.57,0.05,1.98
93,Caleres Inc. (CAL),601.3K,15.83,0.31,1.98
94,Zoomcar Holdings Inc. (ZCAR),50.9K,3.78,0.07,1.89
95,agilon health inc. (AGL),1.5M,4.08,0.07,1.88
96,Burlington Stores Inc. (BURL),1.1M,239.93,4.27,1.81
97,Mama's Creations Inc. (MAMA),175.8K,6.5,0.11,1.72
98,Shoe Carnival Inc. (SCVL),582.2K,19.57,0.33,1.69
99,Sally Beauty Holdings Inc. (SBH),1.1M,8.46,0.14,1.68
