,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
56,IMO,Imperial Oil Limited,,68.68 +3.55 (+5.45%),3.55,+5.45%,689570,542058,35.169B,10.87,4.76%,
57,AXON,"Axon Enterprise, Inc.",,526.40 +27.09 (+5.43%),27.09,+5.43%,1.278M,958215,40.335B,109.90,69.30%,
58,ALAB,"Astera Labs, Inc.",,66.92 +3.43 (+5.40%),3.43,+5.40%,5.82M,5.423M,10.851B,-,7.88%,
59,LUMN,"Lumen Technologies, Inc.",,5.30 +0.27 (+5.37%),0.27,+5.37%,12.622M,12.537M,5.373B,-,201.14%,
60,CNH,CNH Industrial N.V.,,13.39 +0.68 (+5.35%),0.68,+5.35%,25.708M,14.192M,16.711B,13.53,10.66%,
61,TPL,Texas Pacific Land Corporation,,"1,374.74 +69.76 (+5.35%)",69.76,+5.35%,137852,144805,31.598B,69.93,165.56%,
62,LI,Li Auto Inc.,,29.02 +1.46 (+5.30%),1.46,+5.30%,9.304M,5.806M,30.277B,21.82,-20.43%,
63,SJM,The J. M. Smucker Company,,117.38 +5.89 (+5.28%),5.89,+5.28%,2.432M,1.211M,12.491B,-,-3.45%,
64,WMK,"Weis Markets, Inc.",,81.33 +4.07 (+5.27%),4.07,+5.27%,112397,89455,2.188B,19.89,24.97%,
65,TDW,Tidewater Inc.,,43.15 +2.15 (+5.24%),2.15,+5.24%,1.629M,1.242M,2.221B,12.69,-46.79%,
66,AWK,"American Water Works Company, Inc.",,145.40 +7.22 (+5.23%),7.22,+5.23%,2.703M,1.32M,28.345B,26.98,20.83%,
67,POWI,"Power Integrations, Inc.",,62.78 +3.11 (+5.21%),3.11,+5.21%,548132,476018,3.574B,112.11,-15.52%,
68,MBLY,Mobileye Global Inc.,,15.59 +0.77 (+5.20%),0.77,+5.20%,3.739M,6.268M,12.655B,-,-43.76%,
69,AAP,"Advance Auto Parts, Inc.",,35.37 +1.74 (+5.17%),1.74,+5.17%,3.486M,2.144M,2.115B,-,-53.32%,
70,IBM,International Business Machines Corporation,,261.54 +12.85 (+5.17%),12.85,+5.17%,6.692M,4.515M,242.517B,40.80,36.41%,
71,LIF,"Life360, Inc.",,43.94 +2.15 (+5.14%),2.15,+5.14%,633613,284431,3.319B,-,62.74%,
72,CRSP,CRISPR Therapeutics AG,,45.53 +2.22 (+5.13%),2.22,+5.13%,1.886M,2.179M,3.905B,-,-40.73%,
73,CHRW,"C.H. Robinson Worldwide, Inc.",,102.45 +4.95 (+5.08%),4.95,+5.08%,1.709M,1.169M,12.161B,26.54,36.60%,
74,CPB,The Campbell's Company,,41.81 +2.02 (+5.08%),2.02,+5.08%,6.631M,3.171M,12.467B,24.17,-2.79%,
75,TTEK,"Tetra Tech, Inc.",,30.02 +1.45 (+5.08%),1.45,+5.08%,4.03M,2.949M,8.046B,31.60,-18.13%,
76,WU,The Western Union Company,,11.62 +0.56 (+5.06%),0.56,+5.06%,7.919M,5.625M,3.927B,4.24,-17.35%,
77,PTEN,"Patterson-UTI Energy, Inc.",,7.51 +0.36 (+5.03%),0.36,+5.03%,14.8M,9.97M,2.902B,-,-37.36%,
78,SYNA,Synaptics Incorporated,,67.16 +3.19 (+4.99%),3.19,+4.99%,551853,677729,2.632B,15.69,-37.24%,
79,MUR,Murphy Oil Corporation,,25.36 +1.20 (+4.97%),1.2,+4.97%,3.21M,2.535M,3.699B,9.32,-39.63%,
80,ZIM,ZIM Integrated Shipping Services Ltd.,,20.75 +0.98 (+4.96%),0.98,+4.96%,7.798M,5.326M,2.498B,1.74,81.86%,
81,WSO,"Watsco, Inc.",,512.94 +24.22 (+4.96%),24.22,+4.96%,444905,249686,20.663B,38.60,29.89%,
82,ENPH,"Enphase Energy, Inc.",,61.63 +2.91 (+4.96%),2.91,+4.96%,6.453M,4.035M,8.164B,82.17,-52.11%,
83,ABM,ABM Industries Incorporated,,54.64 +2.56 (+4.92%),2.56,+4.92%,400589,349360,3.399B,42.69,30.06%,
84,DEI,"Douglas Emmett, Inc.",,17.38 +0.80 (+4.83%),0.8,+4.83%,2.081M,1.857M,3.447B,133.69,26.86%,
85,NVMI,Nova Ltd.,,226.02 +10.40 (+4.82%),10.4,+4.82%,313184,237956,6.618B,39.38,34.34%,
86,CAG,"Conagra Brands, Inc.",,27.23 +1.25 (+4.81%),1.25,+4.81%,10.893M,5.714M,12.997B,26.44,-4.56%,
87,AI,"C3.ai, Inc.",,22.53 +1.03 (+4.79%),1.03,+4.79%,4.699M,6.209M,2.991B,-,-27.02%,
88,PSN,Parsons Corporation,,60.17 +2.75 (+4.79%),2.75,+4.79%,2.162M,1.415M,6.425B,28.38,-25.10%,
89,NVCR,NovoCure Limited,,20.18 +0.92 (+4.78%),0.92,+4.78%,925403,998963,2.218B,-,26.20%,
90,PATH,UiPath Inc.,,12.31 +0.56 (+4.77%),0.56,+4.77%,15.53M,8.505M,6.766B,-,-48.92%,
91,DRS,"Leonardo DRS, Inc.",,31.26 +1.42 (+4.76%),1.42,+4.76%,1.087M,695950,8.289B,39.08,37.11%,
92,EXPD,"Expeditors International of Washington, Inc.",,126.48 +5.74 (+4.75%),5.74,+4.75%,2.609M,1.208M,17.458B,22.11,4.76%,
93,DVA,DaVita Inc.,,147.02 +6.66 (+4.74%),6.66,+4.74%,848022,865275,11.762B,13.70,8.25%,
94,INSP,"Inspire Medical Systems, Inc.",,183.29 +8.19 (+4.68%),8.19,+4.68%,550140,561687,5.438B,105.34,-6.89%,
95,MMS,"Maximus, Inc.",,71.18 +3.17 (+4.66%),3.17,+4.66%,871938,747917,4.029B,15.34,-15.77%,
96,LDOS,"Leidos Holdings, Inc.",,139.24 +6.18 (+4.64%),6.18,+4.64%,2.386M,1.532M,18.264B,15.10,9.42%,
97,SGHC,Super Group (SGHC) Limited,,7.00 +0.31 (+4.63%),0.31,+4.63%,1.143M,746893,3.51B,700.00,101.15%,
98,PAYC,"Paycom Software, Inc.",,213.02 +9.40 (+4.62%),9.4,+4.62%,707509,612920,11.926B,23.85,15.46%,
99,LSCC,Lattice Semiconductor Corporation,,63.78 +2.80 (+4.59%),2.8,+4.59%,2.34M,2.35M,8.791B,144.95,-20.35%,
100,SOC,Sable Offshore Corp.,,24.15 +1.06 (+4.59%),1.06,+4.59%,1.321M,1.577M,2.152B,-,99.59%,
101,KR,The Kroger Co.,,66.70 +2.92 (+4.58%),2.92,+4.58%,10.386M,6.432M,43.889B,18.17,21.29%,
102,NSANY,"Nissan Motor Co., Ltd.",,5.95 +0.26 (+4.57%),0.26,+4.57%,30190,553934,10.39B,15.66,-17.70%,
103,VOD,Vodafone Group Public Limited Company,,9.42 +0.41 (+4.55%),0.41,+4.55%,13.786M,8.968M,23.584B,10.02,3.86%,
104,LMND,"Lemonade, Inc.",,36.16 +1.57 (+4.54%),1.57,+4.54%,2.381M,2.335M,2.633B,-,107.94%,
105,HRB,"H&R Block, Inc.",,55.51 +2.41 (+4.54%),2.41,+4.54%,1.575M,1.222M,7.43B,15.59,16.20%,
106,HIMS,"Hims & Hers Health, Inc.",,35.95 +1.56 (+4.54%),1.56,+4.54%,23.034M,20.136M,7.987B,67.83,148.45%,
107,SWK,"Stanley Black & Decker, Inc.",,88.97 +3.86 (+4.54%),3.86,+4.54%,2.539M,1.767M,13.749B,47.07,-3.25%,
108,VEEV,Veeva Systems Inc.,,246.80 +10.66 (+4.51%),10.66,+4.51%,2.627M,1.177M,40.068B,57.13,8.36%,
109,BEAM,Beam Therapeutics Inc.,,28.48 +1.23 (+4.51%),1.23,+4.51%,1.33M,1.283M,2.383B,-,-22.12%,
110,GFI,Gold Fields Limited,,20.19 +0.87 (+4.50%),0.87,+4.50%,4.242M,2.796M,18.115B,28.44,27.87%,
111,ZK,ZEEKR Intelligent Technology Holding Limited,,31.36 +1.35 (+4.50%),1.35,+4.50%,704829,619639,7.764B,-,10.97%,
112,TR,"Tootsie Roll Industries, Inc.",,32.57 +1.39 (+4.46%),1.39,+4.46%,173577,122448,2.158B,27.37,3.06%,
113,U,Unity Software Inc.,,24.19 +1.03 (+4.45%),1.03,+4.45%,13.759M,11.662M,9.91B,-,-10.74%,
114,IMPUY,Impala Platinum Holdings Limited,,6.35 +0.27 (+4.44%),0.27,+4.44%,281532,213374,5.808B,-,67.11%,
115,NBIS,Nebius Group N.V.,,27.99 +1.19 (+4.44%),1.19,+4.44%,11.068M,11.832M,6.599B,-,39.95%,
116,WOR,"Worthington Enterprises, Inc.",,42.18 +1.78 (+4.41%),1.78,+4.41%,339706,311306,2.111B,49.62,-31.97%,
117,NSP,"Insperity, Inc.",,90.36 +3.81 (+4.40%),3.81,+4.40%,586189,439558,3.364B,37.34,-10.39%,
118,RMBS,Rambus Inc.,,54.88 +2.30 (+4.37%),2.3,+4.37%,1.004M,1.002M,5.864B,33.26,-12.22%,
119,GNRC,Generac Holdings Inc.,,136.58 +5.69 (+4.35%),5.69,+4.35%,1.293M,828282,8.142B,25.34,17.19%,
120,ROOT,"Root, Inc.",,133.88 +5.56 (+4.33%),5.56,+4.33%,847842,482884,2.035B,73.16,213.90%,
121,PK,Park Hotels & Resorts Inc.,,12.39 +0.51 (+4.29%),0.51,+4.29%,3.835M,3.585M,2.503B,12.27,-27.84%,
122,NOV,NOV Inc.,,14.96 +0.61 (+4.25%),0.61,+4.25%,6.367M,4.434M,5.697B,9.35,-16.56%,
123,JKHY,"Jack Henry & Associates, Inc.",,191.28 +7.77 (+4.23%),7.77,+4.23%,1.301M,608818,13.944B,34.46,10.24%,
124,CNX,CNX Resources Corporation,,30.04 +1.22 (+4.23%),1.22,+4.23%,3.018M,3.299M,4.471B,-,40.70%,
125,AEO,"American Eagle Outfitters, Inc.",,12.83 +0.52 (+4.22%),0.52,+4.22%,6.642M,4.548M,2.465B,10.97,-43.03%,
126,TSCO,Tractor Supply Company,,56.89 +2.30 (+4.21%),2.3,+4.21%,6.109M,5.282M,30.24B,27.89,14.29%,
127,KHC,The Kraft Heinz Company,,32.18 +1.30 (+4.21%),1.3,+4.21%,15.743M,10.285M,38.455B,14.24,-8.00%,
128,NEOG,Neogen Corporation,,10.40 +0.42 (+4.21%),0.42,+4.21%,2.238M,2.477M,2.256B,-,-35.76%,
129,GFS,GLOBALFOUNDRIES Inc.,,40.00 +1.61 (+4.19%),1.61,+4.19%,2.294M,2.005M,22.106B,-,-25.18%,
130,APP,AppLovin Corporation,,270.48 +10.85 (+4.18%),10.85,+4.18%,14.654M,6.514M,91.952B,59.84,350.57%,
131,WING,Wingstop Inc.,,227.12 +9.11 (+4.18%),9.11,+4.18%,1.359M,764886,6.51B,61.38,-32.04%,
132,STVN,Stevanato Group S.p.A.,,21.56 +0.86 (+4.15%),0.86,+4.15%,581345,373260,5.884B,46.87,-24.48%,
133,TAP,Molson Coors Beverage Company,,61.86 +2.46 (+4.14%),2.46,+4.14%,3.101M,2.011M,12.538B,11.56,-6.20%,
134,CGNX,Cognex Corporation,,33.97 +1.35 (+4.14%),1.35,+4.14%,1.152M,1.436M,5.77B,54.79,-16.92%,
135,VZ,Verizon Communications Inc.,,46.06 +1.83 (+4.14%),1.83,+4.14%,44.973M,22.424M,193.899B,11.13,14.78%,
136,MU,"Micron Technology, Inc.",,92.96 +3.69 (+4.13%),3.69,+4.13%,19.134M,24.661M,103.573B,26.64,-1.64%,
137,MTCH,"Match Group, Inc.",,32.62 +1.29 (+4.12%),1.29,+4.12%,7.333M,5.145M,8.169B,16.15,-4.34%,
138,ASGN,ASGN Incorporated,,71.29 +2.81 (+4.10%),2.81,+4.10%,679993,450539,3.141B,18.61,-29.86%,
139,LEA,Lear Corporation,,98.84 +3.89 (+4.10%),3.89,+4.10%,1.284M,741341,5.302B,11.02,-29.98%,
140,STZ,"Constellation Brands, Inc.",,186.25 +7.30 (+4.08%),7.3,+4.08%,3.978M,2.724M,33.666B,49.80,-28.91%,
141,FLO,"Flowers Foods, Inc.",,19.40 +0.76 (+4.08%),0.76,+4.08%,2.737M,1.975M,4.09B,16.58,-16.13%,
142,OTLY,Oatly Group AB,,9.45 +0.37 (+4.07%),0.37,+4.07%,121349,253367,282.065M,-,-54.13%,
143,VNO,Vornado Realty Trust,,39.75 +1.55 (+4.06%),1.55,+4.06%,1.313M,1.323M,8.263B,993.75,54.67%,
144,SLB,Schlumberger Limited,,41.37 +1.61 (+4.05%),1.61,+4.05%,16.107M,14.091M,56.257B,13.30,-19.72%,
145,HASI,"HA Sustainable Infrastructure Capital, Inc.",,29.92 +1.16 (+4.03%),1.16,+4.03%,1.185M,1.154M,3.6B,18.47,14.86%,
146,NEE,"NextEra Energy, Inc.",,72.83 +2.82 (+4.03%),2.82,+4.03%,10.642M,10.844M,149.813B,21.61,25.85%,
147,CHX,ChampionX Corporation,,29.66 +1.14 (+4.00%),1.14,+4.00%,2.871M,2.803M,5.659B,17.98,-7.05%,
148,BALL,Ball Corporation,,54.26 +2.08 (+3.99%),2.08,+3.99%,2.33M,2.591M,15.346B,39.61,-17.70%,
149,AMKR,"Amkor Technology, Inc.",,20.74 +0.79 (+3.96%),0.79,+3.96%,2.834M,1.667M,5.117B,14.50,-38.18%,
150,EEFT,"Euronet Worldwide, Inc.",,101.97 +3.87 (+3.94%),3.87,+3.94%,553341,327162,4.46B,15.81,-8.83%,
151,CRL,"Charles River Laboratories International, Inc.",,175.92 +6.65 (+3.93%),6.65,+3.93%,1.169M,1.045M,8.997B,925.89,-33.13%,
152,NYT,The New York Times Company,,49.22 +1.85 (+3.91%),1.85,+3.91%,1.971M,1.731M,8.038B,27.81,11.79%,
153,OGN,Organon & Co.,,15.44 +0.58 (+3.90%),0.58,+3.90%,3.852M,3.58M,3.983B,4.64,-15.81%,
154,EBAY,eBay Inc.,,70.51 +2.64 (+3.89%),2.64,+3.89%,7.39M,4.981M,32.858B,17.85,36.78%,
155,LII,Lennox International Inc.,,606.61 +22.71 (+3.89%),22.71,+3.89%,547824,494644,21.583B,26.88,31.11%,
156,CRDO,Credo Technology Group Holding Ltd,,43.70 +1.63 (+3.87%),1.63,+3.87%,8.375M,5.595M,7.308B,1456.67,113.59%,
157,BF-B,Brown-Forman Corporation,,36.93 +1.38 (+3.87%),1.38,+3.87%,5.473M,3.267M,17.398B,17.67,-33.05%,
158,ES,Eversource Energy,,60.98 +2.27 (+3.87%),2.27,+3.87%,2.951M,2.88M,22.367B,26.86,0.54%,
159,GPK,Graphic Packaging Holding Company,,27.73 +1.03 (+3.86%),1.03,+3.86%,4.293M,2.267M,8.325B,12.84,1.28%,
160,LKNCY,Luckin Coffee Inc.,,29.98 +1.11 (+3.84%),1.11,+3.84%,299875,1.797M,8.419B,23.61,54.54%,
161,RVTY,"Revvity, Inc.",,117.56 +4.35 (+3.84%),4.35,+3.84%,1.399M,901989,14.129B,51.11,7.62%,
162,PPC,Pilgrim's Pride Corporation,,54.62 +2.02 (+3.84%),2.02,+3.84%,1.131M,1.171M,12.952B,11.95,66.22%,
163,PAR,PAR Technology Corporation,,64.25 +2.37 (+3.83%),2.37,+3.83%,428853,469439,2.584B,-,52.76%,
164,MRNA,"Moderna, Inc.",,35.61 +1.31 (+3.82%),1.31,+3.82%,17.338M,11.547M,13.739B,-,-68.20%,
165,GTLS,"Chart Industries, Inc.",,149.65 +5.50 (+3.82%),5.5,+3.82%,948911,741122,6.837B,35.80,3.21%,
166,OII,"Oceaneering International, Inc.",,19.95 +0.73 (+3.80%),0.73,+3.80%,1.238M,836768,2.008B,13.85,-2.78%,
167,ASTS,"AST SpaceMobile, Inc.",,33.40 +1.22 (+3.79%),1.22,+3.79%,17.171M,11.243M,10.571B,-,995.08%,
168,NXPI,NXP Semiconductors N.V.,,222.56 +8.09 (+3.77%),8.09,+3.77%,4.301M,2.893M,56.446B,22.87,-12.13%,
169,DXC,DXC Technology Company,,18.62 +0.67 (+3.73%),0.67,+3.73%,1.235M,1.091M,3.371B,-,-11.33%,
170,ING,ING Groep N.V.,,20.74 +0.74 (+3.70%),0.74,+3.70%,7.108M,2.843M,63.333B,9.69,37.81%,
171,CL,Colgate-Palmolive Company,,96.74 +3.45 (+3.70%),3.45,+3.70%,10.062M,4.791M,78.508B,27.56,9.77%,
172,GIS,"General Mills, Inc.",,64.50 +2.28 (+3.66%),2.28,+3.66%,7.49M,4.883M,35.554B,14.02,-1.77%,
173,VRT,Vertiv Holdings Co,,85.04 +3.00 (+3.66%),3.0,+3.66%,9.221M,9.566M,32.381B,66.44,26.93%,
174,CMCSA,Comcast Corporation,,37.59 +1.32 (+3.64%),1.32,+3.64%,43.323M,25.832M,142.129B,9.08,-13.67%,
175,EFX,Equifax Inc.,,254.69 +8.93 (+3.63%),8.93,+3.63%,1.353M,1.031M,31.588B,52.62,-3.21%,
176,SMTC,Semtech Corporation,,33.50 +1.17 (+3.62%),1.17,+3.62%,4.057M,2.47M,2.887B,-,48.43%,
177,FORM,"FormFactor, Inc.",,33.00 +1.15 (+3.61%),1.15,+3.61%,875937,951774,2.56B,37.08,-25.19%,
178,KBR,"KBR, Inc.",,51.84 +1.80 (+3.60%),1.8,+3.60%,2.485M,1.711M,6.866B,18.58,-15.20%,
179,SLG,SL Green Realty Corp.,,61.96 +2.15 (+3.59%),2.15,+3.59%,942361,833584,4.679B,774.50,23.03%,
180,EQNR,Equinor ASA,,23.17 +0.80 (+3.58%),0.8,+3.58%,4.471M,3.958M,62.927B,7.45,-10.47%,
181,EXPO,"Exponent, Inc.",,85.54 +2.95 (+3.57%),2.95,+3.57%,454086,267803,4.347B,40.54,7.62%,
182,TGS,Transportadora de Gas del Sur S.A.,,25.09 +0.86 (+3.55%),0.86,+3.55%,369791,344908,4.345B,26.41,107.70%,
183,WTRG,"Essential Utilities, Inc.",,39.81 +1.36 (+3.54%),1.36,+3.54%,2.085M,1.544M,10.945B,18.35,10.58%,
184,ITW,Illinois Tool Works Inc.,,274.48 +9.37 (+3.53%),9.37,+3.53%,2.321M,1.015M,80.56B,23.42,4.85%,
185,PYPL,"PayPal Holdings, Inc.",,70.48 +2.40 (+3.53%),2.4,+3.53%,16.388M,11.233M,69.722B,17.66,17.31%,
186,MCD,McDonald's Corporation,,321.29 +10.92 (+3.52%),10.92,+3.52%,6.364M,3.269M,229.549B,28.16,8.98%,
187,YELP,Yelp Inc.,,35.15 +1.19 (+3.50%),1.19,+3.50%,1.122M,721079,2.286B,18.70,-8.15%,
188,AES,The AES Corporation,,11.25 +0.38 (+3.50%),0.38,+3.50%,17.432M,15.023M,8B,4.75,-31.36%,
189,BXP,"BXP, Inc.",,69.00 +2.33 (+3.49%),2.33,+3.49%,1.358M,1.27M,12.176B,766.67,8.10%,
190,DE,Deere & Company,,499.62 +16.78 (+3.48%),16.78,+3.48%,2.594M,1.417M,135.604B,22.13,33.21%,
191,AEIS,"Advanced Energy Industries, Inc.",,109.67 +3.68 (+3.47%),3.68,+3.47%,412429,291139,4.137B,73.60,9.20%,
192,WFRD,Weatherford International plc,,56.11 +1.88 (+3.47%),1.88,+3.47%,1.03M,1.198M,4.087B,8.31,-49.73%,
193,ON,ON Semiconductor Corporation,,45.40 +1.52 (+3.46%),1.52,+3.46%,10.342M,8.988M,19.133B,12.51,-44.36%,
194,WBD,"Warner Bros. Discovery, Inc.",,11.07 +0.37 (+3.46%),0.37,+3.46%,49.421M,32.465M,27.174B,-,22.05%,
195,NEE-PR,"NextEra Energy, Inc.",,41.59 +1.39 (+3.46%),1.39,+3.46%,34867,129112,--,-,14.73%,
196,EC,Ecopetrol S.A.,,9.92 +0.33 (+3.44%),0.33,+3.44%,2.34M,2.66M,20.394B,5.98,-5.79%,
197,MAIN,Main Street Capital Corporation,,58.64 +1.95 (+3.44%),1.95,+3.44%,558252,534500,5.193B,10.02,27.42%,
